Predictor variable,Categorical,Sample average
bio02,false,81.04394823900297
bio03,false,270.5420009639834
bio08,false,164.99283615557815
bio09,false,65.96893736998891
bio13,false,113.97009549204681
bio14,false,52.94694124780462
bio15,false,24.755520429952654
bio18,false,254.85700614222614
bio19,false,232.70552160646432
