Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.46281E-11,0.000000002,0.000000035,1,0,0
3.09435E-11,0.000000006,0.000000043,0.99987514,0,0
3.77452E-11,0.000000016,0.000000053,0.999500562,0,0
5.10635E-11,0.000000032,0.000000072,0.999001124,0,0
9.15826E-11,0.000000107,0.000000128,0.997752528,0,0
1.31878E-10,0.000000275,0.000000185,0.995879635,0,0
4.49201E-10,0.000001,0.00000063,0.992508428,0,0
9.41375E-10,0.000002513,0.00000132,0.989761518,0,0
2.19739E-9,0.000010166,0.000003082,0.984267699,0,0
5.27797E-9,0.000025028,0.000007403,0.979148458,0,0
7.58486E-9,0.000050657,0.000010638,0.974278936,0,0
1.2516E-8,0.000100961,0.000017554,0.9679111,0,0
2.22463E-8,0.000250775,0.000031201,0.957048321,0.000148324,0
2.97033E-8,0.000500128,0.000041659,0.944812086,0.000148324,0
4.38149E-8,0.001001837,0.00006145,0.928455488,0.000148324,0
7.26628E-8,0.002584851,0.000101904,0.895992009,0.000148324,0
1.09886E-7,0.005111523,0.000154099,0.862030216,0.000148324,0
1.59009E-7,0.010098295,0.000222971,0.816456486,0.000148324,0
3.28676E-7,0.025071452,0.000460778,0.738793857,0.001334915,0
6.03556E-7,0.050062191,0.000845812,0.670370833,0.001631563,0
1.1289E-6,0.100679928,0.001580855,0.59620427,0.006971225,0
2.29528E-6,0.200024867,0.003208953,0.519290798,0.007267873,0
3.58227E-6,0.300155349,0.00499926,0.476963416,0.007416197,0
5.18372E-6,0.401234902,0.007218035,0.447621426,0.009344408,0
6.60468E-6,0.500096218,0.00917848,0.426520165,0.00978938,0
8.2102E-6,0.601906739,0.011384274,0.409289549,0.010975972,0
9.81792E-6,0.702482228,0.013583257,0.395305282,0.011272619,0
1.06894E-5,0.7518491,0.014771159,0.389312024,0.011717591,0
1.14141E-5,0.800488355,0.015756815,0.383818205,0.011865915,0
1.2987E-5,0.900690006,0.017889313,0.373704582,0.012310887,0
1.44716E-5,1.000203591,0.019893614,0.364589836,0.012607535,0
1.56177E-5,1.104187433,0.021435284,0.355974529,0.014090774,0
1.65246E-5,1.211176334,0.022651871,0.347733799,0.014090774,0
1.80151E-5,1.303000786,0.024644695,0.341116244,0.014832394,0
1.97278E-5,1.408850979,0.026924598,0.33412411,0.014980718,0
2.12558E-5,1.505379787,0.028949574,0.328255712,0.015277366,0
2.58707E-5,1.752181706,0.035014837,0.315020602,0.017205577,0
3.07107E-5,2.001189107,0.041295128,0.304032963,0.018540492,0
3.35779E-5,2.25421672,0.044977012,0.29416906,0.019430436,0
3.63574E-5,2.501684805,0.048519539,0.285304033,0.01957876,0
4.01923E-5,2.752493317,0.053364158,0.277063304,0.02032038,0
4.53024E-5,3.003872806,0.059743587,0.269696591,0.021210323,0
4.89233E-5,3.266970557,0.064212124,0.262704457,0.021803619,0
5.36118E-5,3.517960681,0.069935466,0.25658634,0.022100267,0
5.82399E-5,3.770573006,0.075516784,0.250967661,0.023286858,0
6.2876E-5,4.023913458,0.081041065,0.245723561,0.024028478,0
6.72953E-5,4.251006066,0.086245806,0.241353477,0.02521507,0
7.0992E-5,4.500458812,0.090554541,0.236858534,0.028329872,0
7.67316E-5,4.753295675,0.097164267,0.23261331,0.029071492,0
8.04278E-5,5.005593267,0.101370318,0.228617805,0.031296351,0
8.46592E-5,5.253394124,0.106137515,0.224872019,0.033076239,0
8.97355E-5,5.51737866,0.111790146,0.221126233,0.035301098,0
9.1916E-5,5.818395809,0.114196402,0.217005868,0.035746069,0
9.54297E-5,6.006168121,0.118046546,0.214508678,0.036042717,0
9.91006E-5,6.279205422,0.122033232,0.211012611,0.037970929,0
1.01151E-4,6.509737552,0.124244633,0.208140842,0.039750816,0
1.04588E-4,6.755949271,0.127925839,0.205144213,0.040640759,0
1.08836E-4,7.033442757,0.13243344,0.201897865,0.044200534,0
1.11379E-4,7.265046602,0.135110454,0.199275815,0.045683773,0
1.17227E-4,7.563915708,0.141202117,0.196029467,0.047167013,0
1.20776E-4,7.757538183,0.14485779,0.193906855,0.051913379,0
1.27407E-4,8.003245887,0.151605162,0.191534524,0.055176505,0
1.33129E-4,8.265564612,0.157343463,0.189037333,0.061406111,0
1.35871E-4,8.548533999,0.160064911,0.186415283,0.063334322,0
1.38797E-4,8.755294322,0.162949922,0.18454239,0.066745773,0
1.40924E-4,9.021456781,0.165035023,0.182170059,0.067339069,0
1.45762E-4,9.25092219,0.169739193,0.180172306,0.068377336,0
1.49934E-4,9.502700136,0.173753559,0.178049694,0.070157223,0
1.54963E-4,9.762214118,0.178540583,0.175927082,0.073272026,0
1.59029E-4,10.008877965,0.182371084,0.17392933,0.07416197,0
1.62015E-4,10.28999576,0.185161272,0.171681858,0.076090181,0
1.64603E-4,10.549239369,0.187564822,0.169808965,0.076386829,0
1.70045E-4,10.750695435,0.192571178,0.168310651,0.07757342,0
1.73879E-4,11.009346154,0.196062269,0.166437758,0.080539899,0
1.75887E-4,11.254399541,0.19787777,0.164689724,0.080984871,0
1.80996E-4,11.504414642,0.202462338,0.162941691,0.081133195,0
1.83114E-4,11.759062759,0.20434743,0.161193657,0.08246811,0
1.8626E-4,12.0928508,0.207130732,0.158946186,0.087066152,0
1.90351E-4,12.282092946,0.210722016,0.15769759,0.087807772,0
1.92981E-4,12.511780679,0.213013097,0.156199276,0.091812519,0
1.96368E-4,12.764984539,0.215943922,0.154576102,0.092554138,0
1.98607E-4,13.076484689,0.217870189,0.152578349,0.093592406,0
2.01143E-4,13.281865226,0.220039502,0.151329754,0.096855532,0
2.06689E-4,13.589400889,0.22474345,0.149456861,0.099525363,0
2.08714E-4,13.755742863,0.22644622,0.148457985,0.100118659,0
2.12251E-4,14.105855756,0.229403454,0.146335373,0.101008603,0
2.13984E-4,14.332359928,0.230844814,0.144961918,0.101305251,0
2.19107E-4,14.545800554,0.235071917,0.143838182,0.102640166,0
2.22337E-4,14.751942796,0.237713299,0.142589587,0.105161673,0
2.27455E-4,15.00573666,0.241862351,0.141216132,0.106348265,0
2.31807E-4,15.291734897,0.245354384,0.139717817,0.110946307,0
2.37987E-4,15.503046698,0.250258366,0.138594082,0.11257787,0
2.40674E-4,15.791126888,0.252370696,0.137095767,0.114061109,0
2.44044E-4,16.009611017,0.25500341,0.135972031,0.114654405,0
2.45815E-4,16.254710855,0.256379535,0.134723436,0.115396025,0
2.48756E-4,16.527203372,0.258653959,0.133349981,0.115692673,0
2.51897E-4,16.753112487,0.261066689,0.132226245,0.117917532,0
2.57478E-4,17.002958423,0.265316657,0.13097765,0.122960546,0
2.60727E-4,17.294544339,0.2677677,0.129604195,0.123702166,0
2.64792E-4,17.505191469,0.270812407,0.128605319,0.126223673,0
2.70696E-4,17.827995385,0.275188555,0.127107005,0.128745179,0
2.7243E-4,18.018136513,0.276464338,0.126232988,0.128893503,0
2.76341E-4,18.265090716,0.279324545,0.125109252,0.130525067,0
2.81031E-4,18.537804442,0.282724921,0.123860657,0.134826461,0
