Predictor variable,Categorical,Sample average
bio02,false,73.9477571079661
bio03,false,280.16035193135474
bio08,false,141.40106275495842
bio09,false,88.43347594336294
bio13,false,97.28195412168961
bio14,false,45.54705527309601
bio15,false,22.715983109192123
bio18,false,212.96747251749593
bio19,false,183.63701219563157
