Predictor variable,Categorical,Sample average
bio02,false,82.63702100489016
bio03,false,262.7216527766265
bio08,false,161.56084857665326
bio09,false,63.510139835160146
bio13,false,117.97936703215086
bio14,false,57.10662124298278
bio15,false,24.033889929312995
bio18,false,262.5156979263356
bio19,false,254.05417046236352
