Predictor variable,Categorical,Sample average
bio02,false,80.68534279267429
bio03,false,269.33465700369374
bio08,false,158.78177163345916
bio09,false,76.38958539591854
bio13,false,114.31630305971717
bio14,false,54.4743304756745
bio15,false,24.3731983381621
bio18,false,254.74767217310932
bio19,false,236.6406740004354
