Predictor variable,Categorical,Sample average
bio02,false,82.39254317597027
bio03,false,259.7301720286298
bio08,false,169.26760391964623
bio09,false,59.607529306177774
bio13,false,113.58293691587225
bio14,false,60.86566198878982
bio15,false,20.052625718735666
bio18,false,271.90610584428856
bio19,false,243.825508490597
