Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.14883E-8,0.000002149,0.00004267,1,0,0
3.23918E-8,0.000029025,0.00006432,0.998494732,0,0
5.09773E-8,0.000058717,0.000101222,0.997491219,0,0
7.49169E-8,0.000106364,0.00014875,0.996487707,0,0
2.00146E-7,0.00032801,0.000397298,0.994355243,0,0
2.53964E-7,0.000673641,0.000504073,0.99222278,0,0
3.07317E-7,0.001311357,0.000609906,0.989463121,0,0
4.68764E-7,0.002653102,0.000930017,0.985323633,0,0
6.18129E-7,0.007485183,0.001225992,0.975037632,0,0
7.06621E-7,0.010466702,0.00140126,0.969518314,0,0
9.51587E-7,0.028183355,0.001886121,0.945183141,0,0
1.1892E-6,0.058027804,0.002355979,0.912318113,0,0
1.43444E-6,0.176513548,0.002840448,0.807074762,0,0
1.66265E-6,0.205191711,0.003290873,0.784495735,0,0
2.26512E-6,0.305588397,0.004477995,0.723281485,0,0
2.91743E-6,0.400168486,0.005760134,0.678750627,0.000833333,0
4.13544E-6,0.504684806,0.008145372,0.641495233,0.000833333,0
4.97791E-6,0.620396634,0.009788502,0.610511791,0.000833333,0
5.76522E-6,0.734751999,0.011319128,0.58467135,0.001666667,0
6.13779E-6,0.750144717,0.012041809,0.581409935,0.001666667,0
6.25341E-6,0.805671879,0.012265856,0.570245861,0.001666667,0
6.95986E-6,0.915579865,0.013632645,0.54942298,0.001666667,0
7.96978E-6,1.008379965,0.015580023,0.534370296,0.002083333,0
9.56187E-6,1.100667177,0.018634369,0.521073758,0.002083333,0
1.02707E-5,1.207122893,0.019988068,0.507400903,0.002083333,0
1.18658E-5,1.305945445,0.023020866,0.496487707,0.003333333,0
1.37024E-5,1.400226516,0.02648975,0.487330657,0.003333333,0
1.56037E-5,1.501534327,0.030054926,0.478675364,0.004583333,0
2.12574E-5,1.828900098,0.04050371,0.457350728,0.007083333,0
2.47992E-5,2.004470437,0.046935472,0.447691922,0.010833333,0
2.93856E-5,2.255699652,0.05513715,0.435900652,0.01375,0
3.18653E-5,2.753062,0.05951299,0.416081284,0.022083333,0
3.60011E-5,3.125680217,0.066721863,0.402659308,0.024166667,0
3.86093E-5,3.266827321,0.071211433,0.397892624,0.02625,0
4.07761E-5,3.503851395,0.074908585,0.390491721,0.027916667,0
4.44492E-5,3.814358091,0.08110901,0.381334671,0.02875,0
4.64939E-5,4.074856667,0.084524716,0.374310085,0.03125,0
4.93615E-5,4.258663066,0.089272587,0.369543402,0.031666667,0
5.05917E-5,4.624595914,0.091294382,0.360386352,0.031666667,0
5.36566E-5,4.844608789,0.096292428,0.355117913,0.037083333,0
5.39621E-5,5.005656912,0.096787592,0.351354742,0.037083333,0
5.51101E-5,5.319196552,0.098643604,0.344079277,0.038333333,0
5.52792E-5,5.523729742,0.098916406,0.339438033,0.03875,0
5.72791E-5,5.754293324,0.102129508,0.334420472,0.039583333,0
6.06297E-5,6.007321099,0.107461669,0.329026593,0.042083333,0
6.37176E-5,6.251184367,0.112319993,0.324134471,0.042916667,0
6.61689E-5,6.539013779,0.116139236,0.318615153,0.043333333,0
6.77188E-5,6.758442555,0.118537146,0.314475665,0.043333333,0
6.9114E-5,7.021948692,0.120684624,0.309708981,0.045,0
6.92108E-5,7.416162986,0.120833149,0.302558956,0.045,0
7.00084E-5,7.520343059,0.12205582,0.300677371,0.045,0
7.26874E-5,7.80785127,0.1261373,0.29553437,0.058333333,0
7.6208E-5,8.033174718,0.131443738,0.291896638,0.06125,0
8.05175E-5,8.382569362,0.137852035,0.286377321,0.062916667,0
8.07176E-5,8.600403047,0.138147327,0.282990467,0.0675,0
8.33287E-5,8.798949145,0.141981739,0.27997993,0.0675,0
8.59535E-5,9.172964516,0.145801948,0.274460612,0.06875,0
8.65864E-5,9.285119651,0.14671803,0.272829905,0.069166667,0
8.97466E-5,9.523131629,0.151262858,0.269443051,0.07,0
9.15192E-5,9.757663366,0.15379107,0.266181636,0.07,0
9.40412E-5,10.101257573,0.157362222,0.261540391,0.070416667,0
9.61959E-5,10.290999928,0.160389454,0.259031611,0.0725,0
9.76707E-5,10.503701181,0.162448855,0.256271952,0.072916667,0
9.81293E-5,10.865286704,0.163087306,0.251630707,0.073333333,0
9.8942E-5,11.349797006,0.164216171,0.245358756,0.073333333,0
1.04038E-4,12.053614949,0.171226138,0.236828901,0.075416667,0
1.04747E-4,12.535161054,0.172191263,0.231058705,0.076666667,0
1.07839E-4,12.758615573,0.176378368,0.228549925,0.08,0
1.08922E-4,13.008251937,0.177835129,0.225539388,0.080833333,0
1.12516E-4,13.331328479,0.182630765,0.222027095,0.09,0
1.15534E-4,13.501918055,0.186615678,0.220145509,0.09,0
1.19986E-4,13.761694365,0.192422746,0.21738585,0.0925,0
1.23374E-4,14.005043972,0.196786189,0.21487707,0.095833333,0
1.25908E-4,14.255211439,0.200020468,0.212368289,0.097083333,0
1.27974E-4,14.53626737,0.202637378,0.20960863,0.097083333,0
1.32949E-4,14.771759357,0.20886907,0.207350728,0.099166667,0
1.34286E-4,15.307128602,0.210527988,0.202333166,0.099166667,0
1.36812E-4,15.591783016,0.213641459,0.199698946,0.1,0
1.38662E-4,15.756250709,0.215907285,0.198193678,0.1,0
1.42341E-4,16.052688428,0.220372954,0.195434019,0.10375,0
1.48766E-4,16.316325921,0.228051388,0.193301555,0.106666667,0
1.49972E-4,16.555303169,0.229476158,0.191294531,0.11125,0
1.49972E-4,17.200182958,0.229476158,0.185775213,0.11125,0
1.51131E-4,17.591867098,0.230840458,0.182639237,0.115833333,0
1.5406E-4,17.88382749,0.234266126,0.180255896,0.117083333,0
1.54702E-4,18.161200004,0.235012394,0.177997993,0.117083333,0
1.56395E-4,18.270185952,0.236975523,0.17711992,0.129583333,0
1.56511E-4,18.598688559,0.237109506,0.1744857,0.129583333,0
1.62558E-4,18.758058299,0.24403494,0.17323131,0.13125,0
1.65841E-4,19.118325318,0.247742399,0.170471651,0.135833333,0
1.68303E-4,19.302637074,0.250498978,0.169091821,0.13625,0
1.7088E-4,19.505677474,0.25336205,0.167586553,0.137083333,0
1.7577E-4,19.784847224,0.258736614,0.165579528,0.1375,0
1.80271E-4,20.016172801,0.26361534,0.163948821,0.147083333,0
1.81794E-4,20.420907244,0.265251907,0.161063723,0.147083333,0
1.83875E-4,20.507413462,0.267475955,0.160561967,0.1475,0
1.85224E-4,21.451425573,0.268911029,0.154039137,0.1475,0
1.89932E-4,21.526733454,0.273874464,0.15366282,0.147916667,0
1.90423E-4,21.792822851,0.274387977,0.151906673,0.149166667,0
1.94324E-4,22.082785441,0.278443904,0.149899649,0.149166667,0
1.96505E-4,22.258489306,0.280691869,0.148896136,0.150416667,0
2.03205E-4,22.517677632,0.287511026,0.147265429,0.150833333,0
2.08085E-4,23.346211151,0.29239608,0.142122428,0.15125,0
2.10741E-4,23.534631305,0.295027784,0.141118916,0.159583333,0
2.1397E-4,23.76792148,0.298200239,0.139739087,0.16125,0
2.19318E-4,24.049074565,0.30339194,0.138108379,0.162916667,0
2.2652E-4,24.363195538,0.31026342,0.136352233,0.165416667,0
2.29987E-4,25.224317453,0.313523699,0.131585549,0.169166667,0
2.30498E-4,25.408358283,0.314001372,0.130582037,0.169166667,0
2.31122E-4,25.670683389,0.314584014,0.129076769,0.169583333,0
2.33518E-4,25.988603099,0.316811888,0.127320622,0.172083333,0
2.35269E-4,26.012130005,0.318431239,0.127320622,0.172916667,0
2.44874E-4,26.25169205,0.327177862,0.126066232,0.17625,0
2.52275E-4,26.648783904,0.333765656,0.124059207,0.1775,0
2.54419E-4,26.750113463,0.335650651,0.123557451,0.1775,0
2.63668E-4,27.034368771,0.343659592,0.122177622,0.18125,0
2.66424E-4,27.299781592,0.346008609,0.120797792,0.18125,0
2.69646E-4,27.510539183,0.34873393,0.119919719,0.187916667,0
2.74527E-4,27.953737833,0.35281934,0.117787255,0.188333333,0
2.75443E-4,28.036207578,0.353580028,0.117536377,0.18875,0
2.81095E-4,28.368978698,0.358235862,0.116031109,0.189583333,0
2.88045E-4,28.569417872,0.363870558,0.115153036,0.189583333,0
2.88619E-4,28.829151165,0.364331209,0.113898645,0.189583333,0
2.95427E-4,29.003973054,0.369748127,0.11327145,0.195416667,0
3.01317E-4,29.3029663,0.374359683,0.11201706,0.195416667,0
3.014E-4,30.538373014,0.374424612,0.106874059,0.19625,0
3.11238E-4,30.752012651,0.381978029,0.105995986,0.198333333,0
3.19897E-4,31.127178117,0.388476017,0.104490718,0.19875,0
3.2517E-4,31.260252879,0.392367368,0.103988961,0.200833333,0
3.40221E-4,31.547420404,0.40320598,0.10286001,0.200833333,0
3.46743E-4,31.76777621,0.407783569,0.102107376,0.205833333,0
3.52008E-4,32.01386931,0.411427797,0.101229303,0.20625,0
3.60109E-4,32.263752808,0.416948016,0.100351229,0.21125,0
3.63022E-4,32.516843099,0.418908076,0.099473156,0.212083333,0
3.71169E-4,32.811809025,0.424320456,0.098344205,0.215416667,0
3.76025E-4,33.111394136,0.427498743,0.097466131,0.217083333,0
3.80969E-4,33.528994394,0.430698687,0.096086302,0.217083333,0
3.9015E-4,33.76029074,0.436546709,0.095333668,0.22,0
3.93319E-4,34.034641393,0.438537457,0.094455595,0.220416667,0
4.00222E-4,34.432711447,0.442825797,0.093201204,0.2225,0
4.05438E-4,34.553832507,0.446023287,0.092824887,0.222916667,0
4.10225E-4,34.798439765,0.448925236,0.092072253,0.224166667,0
4.12559E-4,35.004198136,0.450328953,0.091445058,0.224583333,0
