Predictor variable,Categorical,Sample average
bio02,false,60.132498754971266
bio03,false,222.98506952061553
bio08,false,244.1813202365009
bio09,false,63.7162068410868
bio13,false,307.32331088890777
bio14,false,42.01280802843459
bio15,false,68.94916333246154
bio18,false,788.4802597463611
bio19,false,155.73825566357846
