Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.36006E-12,0.000000001,0.000000001,0.993211816,0.000309821,0
6.24564E-12,0.000000007,0.000000002,0.991451917,0.000309821,0
9.2533E-12,0.000000011,0.000000004,0.990823382,0.000309821,0
2.15324E-11,0.000000172,0.000000008,0.979886864,0.000309821,0
3.38821E-11,0.000000533,0.000000013,0.966310497,0.000309821,0
1.42029E-10,0.000001009,0.000000056,0.959522313,0.000309821,0
3.15955E-10,0.000002676,0.000000124,0.950471402,0.000309821,0
8.46071E-10,0.000015722,0.000000331,0.924198617,0.000309821,0
1.54337E-9,0.00002594,0.000000604,0.91238215,0.000309821,0
2.6802E-9,0.000052561,0.00000105,0.89629164,0.000309821,0
3.6833E-9,0.000133443,0.000001442,0.866624764,0.000309821,0
6.12685E-9,0.000301789,0.000002399,0.827278441,0.000309821,0
9.0708E-9,0.000501841,0.000003552,0.794846009,0.000309821,0
1.76772E-8,0.001000838,0.000006923,0.746951603,0.000413095,0
3.93776E-8,0.002503649,0.000015421,0.677812696,0.000413095,0
6.31476E-8,0.005157972,0.00002473,0.612822124,0.000413095,0
1.28068E-7,0.01000681,0.000050152,0.547454431,0.001032738,0
3.17316E-7,0.025006928,0.000124254,0.454305468,0.001549107,0
6.43151E-7,0.050044343,0.000251812,0.388434947,0.004130951,0
1.45785E-6,0.100105972,0.000570605,0.322690132,0.007022617,0
3.15215E-6,0.200573425,0.001232944,0.264739158,0.008158629,0
4.84794E-6,0.3001834,0.001894984,0.232809554,0.010017557,0
6.86092E-6,0.400136216,0.002679718,0.211062225,0.013632139,0
1.01046E-5,0.500542411,0.003941624,0.19610308,0.016007436,0
1.26441E-5,0.601094635,0.004927349,0.184789441,0.020138387,0
1.51275E-5,0.701498577,0.005889431,0.175864236,0.02075803,0
1.67038E-5,0.751096438,0.006499138,0.171967316,0.022823505,0
1.76243E-5,0.801153909,0.006854831,0.16832181,0.023339874,0
2.03787E-5,0.900804315,0.007917655,0.161785041,0.023649695,0
2.34331E-5,1.008769411,0.009093566,0.155625393,0.024579159,0
2.67433E-5,1.101055525,0.010364819,0.15097423,0.025095528,0
2.95193E-5,1.201690058,0.011428413,0.146448774,0.025818445,0
3.26832E-5,1.30139688,0.012637858,0.142426147,0.026128266,0
3.53743E-5,1.400819526,0.013664232,0.138780641,0.026541361,0
3.98284E-5,1.503415651,0.015358295,0.135386549,0.027780646,0
