Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
6.11445E-13,0.000000001,0,0.995030439,0,0
1.14119E-12,0.000000003,0,0.992794136,0,0
1.97728E-12,0.00000001,0.000000001,0.986333706,0,0
3.05132E-12,0.000000025,0.000000001,0.97937632,0,0
8.9942E-12,0.000000101,0.000000002,0.962355572,0,0
1.47327E-11,0.000000619,0.000000004,0.91626289,0,0
3.4741E-11,0.000001003,0.000000009,0.896508883,0,0
1.09311E-10,0.000002508,0.000000028,0.867933905,0,0
4.05706E-10,0.000010037,0.000000104,0.824450242,0,0
9.60408E-10,0.000030939,0.000000247,0.79127842,0,0
1.88515E-9,0.000050887,0.000000485,0.773512238,0,0
3.75351E-9,0.000100279,0.000000966,0.75127345,0,0
9.57132E-9,0.000259233,0.000002463,0.718598584,0,0
1.46876E-8,0.000501284,0.00000378,0.692756864,0.004210526,0
3.28417E-8,0.001004753,0.000008452,0.666045471,0.006315789,0
5.67063E-8,0.002501504,0.000014593,0.623058765,0.006315789,0
8.89936E-8,0.005003664,0.000022901,0.581438688,0.006315789,0
1.71705E-7,0.010773673,0.000044185,0.528512859,0.010526316,0
3.87907E-7,0.02691823,0.000099816,0.458069325,0.012631579,0
6.02021E-7,0.050055198,0.000154903,0.402285998,0.014736842,0
1.18086E-6,0.100062236,0.000303796,0.327494099,0.016842105,0
2.46293E-6,0.200004173,0.00063342,0.257299043,0.029473684,0
4.28975E-6,0.300149365,0.001102727,0.217542552,0.035789474,0
6.50547E-6,0.400590471,0.001671347,0.194806808,0.035789474,0
9.27002E-6,0.500595412,0.002379911,0.17915269,0.042105263,0
9.65858E-6,0.61206984,0.002479418,0.164616723,0.042105263,0
1.234E-5,0.7008914,0.003165581,0.154553361,0.044210526,0
1.37994E-5,0.750392229,0.003538633,0.149832277,0.048421053,0
1.54276E-5,0.800128114,0.003954507,0.14560815,0.050526316,0
1.8863E-5,0.900334444,0.004830834,0.138153808,0.050526316,0
2.15523E-5,1.005413606,0.005515779,0.131569139,0.052631579,0
2.52545E-5,1.100772909,0.006457146,0.126475339,0.052631579,0
2.84902E-5,1.20278928,0.007278429,0.121754255,0.054736842,0
2.94173E-5,1.300380156,0.007513494,0.117530128,0.056842105,0
3.2671E-5,1.400770662,0.008337589,0.113554479,0.061052632,0
3.5984E-5,1.500738218,0.009175309,0.109951547,0.067368421,0
4.20256E-5,1.756902881,0.010699346,0.101876009,0.069473684,0
4.91674E-5,2.000544604,0.012494854,0.095291341,0.071578947,0
5.73606E-5,2.251096588,0.014546706,0.089452106,0.075789474,0
6.75502E-5,2.506602688,0.017086625,0.084358305,0.08,0
7.77667E-5,2.753462436,0.01962017,0.080134178,0.08,0
8.71554E-5,3.007180428,0.021936922,0.076282768,0.086315789,0
1.04403E-4,3.255025589,0.026164636,0.073052553,0.090526316,0
1.08402E-4,3.543081953,0.027139644,0.069698099,0.090526316,0
1.18201E-4,3.851354194,0.0295204,0.066343645,0.094736842,0
1.28421E-4,4.010210859,0.031991149,0.064728538,0.098947368,0
1.44464E-4,4.252443838,0.035844299,0.062492235,0.103157895,0
1.49668E-4,4.504827056,0.037087821,0.060380171,0.107368421,0
1.59965E-4,4.788859545,0.039538458,0.058143869,0.109473684,0
1.6653E-4,5.01606573,0.041094417,0.056404522,0.109473684,0
1.73014E-4,5.253761105,0.042626325,0.054665176,0.109473684,0
1.83466E-4,5.502759458,0.04508532,0.052925829,0.113684211,0
2.03589E-4,5.750044628,0.049784105,0.051310722,0.122105263,0
2.17803E-4,6.005058276,0.053075397,0.049819853,0.126315789,0
2.27317E-4,6.250572814,0.055265779,0.048453224,0.134736842,0
2.40609E-4,6.507675502,0.058308836,0.047086595,0.134736842,0
2.53897E-4,6.780843135,0.061331586,0.045719965,0.141052632,0
2.62604E-4,7.01366511,0.063301771,0.044601814,0.141052632,0
2.8092E-4,7.25902942,0.067419248,0.043483663,0.143157895,0
2.93645E-4,7.51582413,0.070258665,0.042365511,0.145263158,0
2.98575E-4,7.754343527,0.071353944,0.041371599,0.147368421,0
3.15042E-4,8.061032377,0.074994256,0.040129209,0.149473684,0
3.24607E-4,8.253295434,0.077095516,0.039383774,0.151578947,0
3.42972E-4,8.518676228,0.081103618,0.038389862,0.155789474,0
3.73685E-4,8.770486056,0.087729112,0.037520189,0.166315789,0
3.94211E-4,9.039006462,0.09210427,0.036650516,0.168421053,0
4.10426E-4,9.280684056,0.095530838,0.035905081,0.170526316,0
4.23665E-4,9.531726611,0.098309377,0.035159647,0.172631579,0
4.52308E-4,9.794417115,0.104262871,0.034414213,0.172631579,0
4.88799E-4,10.080132756,0.111734511,0.033668779,0.178947368,0
4.9345E-4,10.277200794,0.112678042,0.033171823,0.181052632,0
5.12673E-4,10.580839136,0.116555803,0.032426388,0.183157895,0
5.3866E-4,10.794966433,0.121744642,0.031929432,0.183157895,0
