Predictor variable,Categorical,Sample average
bio02,false,80.26760797978956
bio03,false,261.5406873576306
bio08,false,167.83380926214411
bio09,false,63.88607329668071
bio13,false,109.28133805542578
bio14,false,56.123573921433994
bio15,false,21.9769635952494
bio18,false,262.43456441513484
bio19,false,221.02313717597758
