lon,lat,BMSB_PA2_RUN1 logistic values
-8.4584729085,71.0415271335,0.019143166
24.6248602925,71.0415271335,0.049976956
24.7915269585,71.0415271335,0.043554887
-8.8751395735,70.9581938005,0.02204876
25.3748602895,70.9581938005,0.027773984
26.5415269515,70.9581938005,0.019143166
28.2081936115,70.9581938005,0.019143166
22.8748602995,70.8748604675,0.030649075
24.0415269615,70.8748604675,0.030649075
27.1248602825,70.8748604675,0.027773984
28.1248602785,70.8748604675,0.019143166
29.0415269415,70.8748604675,0.027773984
29.2081936075,70.8748604675,0.027773984
24.5415269595,70.7915271345,0.043554887
25.8748602875,70.7915271345,0.03202957
26.1248602865,70.7915271345,0.027773984
27.7081936135,70.7915271345,0.013983138
27.9581936125,70.7915271345,0.013983138
21.9581936365,70.7081938015,0.030649075
24.0415269615,70.7081938015,0.027773984
29.9581936045,70.7081938015,0.019143166
23.5415269635,70.6248604685,0.031946916
26.6248602845,70.6248604685,0.006403387
27.6248602805,70.6248604685,0.01008606
30.0415269375,70.6248604685,0.013983138
30.2915269365,70.6248604685,0.013983138
22.8748602995,70.5415271355,0.030649075
23.7915269625,70.5415271355,0.030649075
24.9581936245,70.5415271355,0.013983138
27.9581936125,70.5415271355,0.01008606
28.3748602775,70.5415271355,0.032045357
23.0415269655,70.4581938025,0.02204876
23.2915269645,70.4581938025,0.02204876
24.3748602935,70.4581938025,0.019143166
25.7915269545,70.4581938025,0.06619431
26.6248602845,70.4581938025,0.0025864472
25.6248602885,70.3748604695,0.06619431
27.6248602805,70.3748604695,9.5171144E-4
28.6248602765,70.3748604695,0.011179478
29.6248602725,70.3748604695,0.005127783
22.2081936355,70.2915271365,0.049976956
23.2915269645,70.2915271365,0.019143166
24.4581936265,70.2915271365,0.001684299
24.7081936255,70.2915271365,5.2536244E-4
28.4581936105,70.2915271365,0.022117399
29.6248602725,70.2915271365,0.04152523
29.8748602715,70.2915271365,0.0016103187
30.2915269365,70.2915271365,0.06619431
30.5415269355,70.2915271365,0.030519852
30.8748602675,70.2915271365,0.013983138
22.7081936335,70.2081938035,0.019143166
22.9581936325,70.2081938035,0.027773984
26.6248602845,70.2081938035,0.0021552485
28.9581936085,70.2081938035,0.034221455
30.3748602695,70.2081938035,0.06619431
30.8748602675,70.2081938035,0.0146945985
20.7915269745,70.1248604705,0.049976956
22.1248603025,70.1248604705,0.031946916
22.5415269675,70.1248604705,0.049976956
24.0415269615,70.1248604705,0.003705674
24.1248602945,70.1248604705,0.0026835597
25.4581936225,70.1248604705,9.5171144E-4
26.0415269535,70.1248604705,9.5171144E-4
27.2915269485,70.1248604705,0.0021552485
29.1248602745,70.1248604705,0.06619431
23.3748602975,70.0415271375,0.030519852
23.7915269625,70.0415271375,0.013983138
24.4581936265,70.0415271375,0.0016103187
25.6248602885,70.0415271375,9.5171144E-4
29.0415269415,70.0415271375,0.0021552485
19.8748603115,69.9581938045,0.049976956
20.6248603085,69.9581938045,0.030649075
21.4581936385,69.9581938045,0.02204876
23.7915269625,69.9581938045,0.034221455
24.2081936275,69.9581938045,0.0049561495
25.3748602895,69.9581938045,9.5171144E-4
