Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
6.05016E-14,0.000000001,0,0.845327336,0.000225938,0
1.07526E-13,0.000000003,0,0.826586707,0.000225938,0
4.58927E-13,0.00000001,0,0.785982009,0.000225938,0
9.05257E-13,0.000000025,0,0.757121439,0.000225938,0
4.5625E-12,0.0000001,0.000000001,0.714767616,0.000225938,0
7.77542E-12,0.000000251,0.000000002,0.683908046,0.000225938,0
3.01135E-11,0.000001003,0.000000006,0.62806097,0.000225938,0
7.60841E-11,0.000002503,0.000000016,0.590454773,0.000225938,0
3.03836E-10,0.000010016,0.000000064,0.531109445,0.000338906,0
7.24737E-10,0.000025072,0.000000153,0.493253373,0.000451875,0
1.24189E-9,0.000050204,0.000000263,0.45952024,0.000564844,0
2.57262E-9,0.000100246,0.000000544,0.426036982,0.000790782,0
6.67523E-9,0.000250022,0.000001413,0.382933533,0.001129688,0
1.30984E-8,0.000500811,0.000002772,0.350949525,0.001129688,0
2.4535E-8,0.001000205,0.000005193,0.316716642,0.001242657,0
7.30488E-8,0.0025112,0.000015461,0.271614193,0.006552192,0
1.63146E-7,0.005027224,0.000034529,0.243878061,0.007455942,0
3.28642E-7,0.010022486,0.000069553,0.217516242,0.008133755,0
8.94824E-7,0.025007942,0.000189355,0.184657671,0.011296882,0
1.9528E-6,0.050019984,0.000413143,0.162043978,0.014572978,0
4.03314E-6,0.100295316,0.000852893,0.14017991,0.021915951,0
9.28756E-6,0.20080707,0.001961869,0.120189905,0.0297108,0
1.40621E-5,0.300386896,0.002967426,0.109445277,0.034681428,0
1.85917E-5,0.400473,0.003919536,0.101824088,0.039087212,0
2.48533E-5,0.500879411,0.005232709,0.095827086,0.045526435,0
2.8927E-5,0.607159828,0.006085175,0.090954523,0.04789878,0
3.32953E-5,0.703254275,0.006997685,0.087081459,0.049028468,0
3.61995E-5,0.750574051,0.007603424,0.085332334,0.051174876,0
3.81842E-5,0.803589962,0.00801696,0.083583208,0.052756439,0
4.43706E-5,0.902662602,0.009303723,0.080584708,0.056371441,0
5.08972E-5,1.003318023,0.01065765,0.077961019,0.059082693,0
5.68952E-5,1.101248368,0.011898665,0.075587206,0.064053321,0
6.12883E-5,1.201853336,0.01280564,0.073463268,0.066651604,0
6.81772E-5,1.303864641,0.01422454,0.071589205,0.070492544,0
7.29358E-5,1.402328287,0.01520229,0.06984008,0.071170357,0
7.90682E-5,1.502792542,0.016459461,0.068215892,0.073542702,0
9.49808E-5,1.756244943,0.019706664,0.064592704,0.078965206,0
1.11709E-4,2.001914313,0.023097336,0.061594203,0.083935834,0
1.25689E-4,2.251227026,0.025912964,0.058970515,0.087437867,0
1.3995E-4,2.50455192,0.028768389,0.056596702,0.088680524,0
1.54244E-4,2.751617575,0.031613901,0.054472764,0.091504745,0
1.72211E-4,3.000456686,0.035166971,0.052598701,0.099073656,0
2.03384E-4,3.25693868,0.041269949,0.050849575,0.108788974,0
2.22772E-4,3.517028006,0.045027021,0.049350325,0.110596475,0
2.3899E-4,3.759653294,0.048147082,0.047976012,0.114324446,0
2.60897E-4,4.01979311,0.052329536,0.046726637,0.117148667,0
2.74227E-4,4.258549487,0.054856707,0.045602199,0.118052418,0
2.84117E-4,4.513154795,0.056722889,0.044477761,0.119295075,0
2.91444E-4,4.802085108,0.058100652,0.043103448,0.120085856,0
