lon,lat,BMSB_PA2_RUN5 logistic values
-116.27930581055,55.81236052775,0.042464945
-113.86263915355,55.81236052775,0.079416655
-104.19597252555,55.81236052775,2.1021397E-4
-101.52930586955,55.81236052775,1.6174027E-4
-95.77930589255,55.81236052775,1.6174027E-4
-93.36263923555,55.81236052775,9.729966E-5
-86.94597259455,55.81236052775,3.9844832E-5
-76.23763930405,55.81236052775,1.3030467E-4
-75.90430597205,55.81236052775,1.9658396E-4
-74.77930597655,55.81236052775,1.6183224E-4
-72.90430598405,55.81236052775,1.0726842E-4
-122.40430578605,55.77069386125,0.23322888
-110.07097250205,55.77069386125,0.0015097987
-99.90430587605,55.77069386125,1.6174027E-4
-97.27930588655,55.77069386125,1.6174027E-4
-95.44597256055,55.77069386125,1.6174027E-4
-95.32097256105,55.77069386125,1.6174027E-4
-91.98763924105,55.77069386125,1.6824856E-4
-79.77930595655,55.77069386125,2.2620907E-5
-75.69597263955,55.77069386125,1.9658396E-4
-65.19597268155,55.77069386125,1.3030467E-4
-64.65430601705,55.77069386125,0.0060505783
-62.61263935855,55.77069386125,0.032914326
-120.40430579405,55.72902719475,0.150396
-120.32097246105,55.72902719475,0.150396
-119.23763913205,55.72902719475,0.10724338
-107.77930584455,55.72902719475,7.1331917E-4
-107.32097251305,55.72902719475,8.1957737E-4
-96.11263922455,55.72902719475,1.6174027E-4
-87.11263926055,55.72902719475,3.9844832E-5
-86.65430592905,55.72902719475,6.585105E-5
-70.15430599505,55.72902719475,1.0726842E-4
-68.57097266805,55.72902719475,2.2681632E-4
-67.07097267405,55.72902719475,2.7388328E-4
-61.02930603155,55.72902719475,0.017977873
-114.11263915255,55.68736052825,0.12166812
-100.98763920505,55.68736052825,9.786872E-5
-94.32097256505,55.68736052825,6.603019E-5
-92.32097257305,55.68736052825,1.815243E-5
-91.73763924205,55.68736052825,3.139062E-5
-90.44597258055,55.68736052825,8.502804E-5
-74.61263931055,55.68736052825,1.0726842E-4
-67.40430600605,55.68736052825,1.5691233E-4
-62.02930602755,55.68736052825,0.04668605
-61.86263936155,55.68736052825,6.2124355E-4
-124.32097244505,55.64569386175,0.11358969
-119.98763912905,55.64569386175,0.10724338
-107.36263917955,55.64569386175,0.0011783756
-106.86263918155,55.64569386175,2.6840958E-4
-104.23763919205,55.64569386175,1.8115982E-4
-100.73763920605,55.64569386175,1.6174027E-4
-100.57097254005,55.64569386175,1.6174027E-4
-90.52930591355,55.64569386175,8.502804E-5
-87.19597259355,55.64569386175,3.280023E-5
-85.90430593205,55.64569386175,6.585105E-5
-75.61263930655,55.64569386175,1.9658396E-4
-70.82097265905,55.64569386175,1.0726842E-4
-69.98763932905,55.64569386175,1.0726842E-4
-68.90430600005,55.64569386175,1.0728372E-4
-119.98763912905,55.60402719525,0.27235335
-119.61263913055,55.60402719525,0.10724338
-118.15430580305,55.60402719525,0.10724338
-116.32097247705,55.60402719525,0.05108542
-104.36263919155,55.60402719525,1.6174027E-4
-97.40430588605,55.60402719525,1.6174027E-4
-96.02930589155,55.60402719525,1.6174027E-4
-93.77930590055,55.60402719525,9.729966E-5
-90.82097257905,55.60402719525,1.6824856E-4
-79.94597262255,55.60402719525,2.2620907E-5
-79.52930595755,55.60402719525,2.2620907E-5
-75.65430597305,55.60402719525,1.9658396E-4
-65.11263934855,55.60402719525,3.679898E-5
-61.19597269755,55.60402719525,0.017747883
-60.32097270105,55.60402719525,1.7080727E-4
-120.36263912755,55.56236052875,0.38964662
-120.27930579455,55.56236052875,0.150396
-95.57097256005,55.56236052875,1.6174027E-4
-86.23763926405,55.56236052875,6.585105E-5
-86.19597259755,55.56236052875,6.585105E-5
-72.11263932055,55.56236052875,1.0726842E-4
-71.65430598905,55.56236052875,1.0726842E-4
-70.07097266205,55.56236052875,2.3198086E-4
-62.32097269305,55.56236052875,0.012478894
-59.86263936955,55.56236052875,0.04262029
-94.40430589805,55.52069386225,6.603019E-5
-91.82097257505,55.52069386225,9.729966E-5
-91.23763924405,55.52069386225,1.6824856E-4
-86.65430592905,55.52069386225,5.4208776E-5
-75.86263930555,55.52069386225,1.9658396E-4
-73.77930598055,55.52069386225,1.2014852E-4
-67.27930600655,55.52069386225,7.4216514E-5
-127.40430576605,55.47902719575,0.058177244
-121.15430579105,55.47902719575,0.11108005
-117.19597247355,55.47902719575,0.04549677
-113.77930582055,55.47902719575,0.03722261
-104.32097252505,55.47902719575,1.6174027E-4
-99.77930587655,55.47902719575,1.6174027E-4
-99.40430587805,55.47902719575,1.6174027E-4
-97.69597255155,55.47902719575,1.6174027E-4
-94.19597256555,55.47902719575,6.603019E-5
-91.19597257755,55.47902719575,8.502804E-5
-65.36263934755,55.47902719575,1.3030467E-4
-64.36263935155,55.47902719575,0.008602223
-127.07097243405,55.43736052925,0.087242074
-124.61263911055,55.43736052925,8.516876E-4
-121.27930579055,55.43736052925,0.10153804
-121.15430579105,55.43736052925,0.11108005
-120.86263912555,55.43736052925,0.39293364
-119.69597246355,55.43736052925,0.10724338
-115.32097248105,55.43736052925,0.008577185
-113.52930582155,55.43736052925,0.0486515
-107.61263917855,55.43736052925,0.0011783756
-106.57097251605,55.43736052925,2.6840958E-4
-106.19597251755,55.43736052925,2.6840958E-4
-104.44597252455,55.43736052925,1.6174027E-4
-95.40430589405,55.43736052925,1.6174027E-4
-87.65430592505,55.43736052925,3.280023E-5
-73.57097264805,55.43736052925,1.6183224E-4
-70.57097266005,55.43736052925,1.0726842E-4
-69.40430599805,55.43736052925,1.9100016E-4
-64.27930601855,55.43736052925,0.008602223
-62.40430602605,55.43736052925,0.022060487
-61.69597269555,55.43736052925,0.03055722
-60.86263936555,55.43736052925,0.03752499
-122.82097245105,55.39569386275,0.0032238013
-119.15430579905,55.39569386275,0.06775851
-117.52930580555,55.39569386275,0.07302525
-116.61263914255,55.39569386275,0.034101166
-107.11263918055,55.39569386275,0.0011783756
-106.07097251805,55.39569386275,2.6840958E-4
-96.23763922405,55.39569386275,1.6174027E-4
-90.77930591255,55.39569386275,9.729966E-5
-72.11263932055,55.39569386275,1.6183224E-4
-63.73763935405,55.39569386275,0.012532291
-63.48763935505,55.39569386275,0.013248294
-115.11263914855,55.35402719625,0.015683863
-114.52930581755,55.35402719625,0.018368296
-108.44597250855,55.35402719625,0.0015097987
-94.73763923005,55.35402719625,9.786872E-5
-94.61263923055,55.35402719625,6.603019E-5
-93.86263923355,55.35402719625,6.603019E-5
-91.36263924355,55.35402719625,9.729966E-5
-85.15430593505,55.35402719625,6.585105E-5
-74.36263931155,55.35402719625,1.6183224E-4
-71.23763932405,55.35402719625,2.3198086E-4
-68.57097266805,55.35402719625,3.421693E-4
-59.94597270255,55.35402719625,0.08328403
-126.98763910105,55.31236052975,0.24042805
-126.36263910355,55.31236052975,0.20565568
-123.19597244955,55.31236052975,0.0010804911
-122.90430578405,55.31236052975,0.0027973813
-112.98763915705,55.31236052975,0.07680078
-110.90430583205,55.31236052975,8.8404794E-4
-107.94597251055,55.31236052975,0.0011783756
-105.15430585505,55.31236052975,2.6840958E-4
-101.90430586805,55.31236052975,9.786872E-5
-95.15430589505,55.31236052975,1.6174027E-4
-91.98763924105,55.31236052975,9.729966E-5
-76.11263930455,55.31236052975,1.0726842E-4
-63.73763935405,55.31236052975,2.2681632E-4
-60.73763936605,55.31236052975,0.11130671
-122.65430578505,55.27069386325,0.008684484
-119.32097246505,55.27069386325,0.10724338
-106.32097251705,55.27069386325,2.6840958E-4
-105.48763918705,55.27069386325,2.6840958E-4
-100.94597253855,55.27069386325,6.603019E-5
-95.90430589205,55.27069386325,1.6174027E-4
-91.27930591055,55.27069386325,9.729966E-5
-87.15430592705,55.27069386325,3.77764E-5
-71.07097265805,55.27069386325,2.3198086E-4
-62.86263935755,55.27069386325,0.04073828
-127.02930576755,55.22902719675,0.14022474
-113.77930582055,55.22902719675,0.012884592
-113.27930582255,55.22902719675,0.03722261
-110.73763916605,55.22902719675,8.8404794E-4
-97.36263921955,55.22902719675,1.6174027E-4
-96.52930588955,55.22902719675,1.6174027E-4
-91.48763924305,55.22902719675,9.729966E-5
-90.90430591205,55.22902719675,1.4421357E-4
-87.82097259105,55.22902719675,1.03204286E-4
-86.90430592805,55.22902719675,3.77764E-5
-74.98763930905,55.22902719675,1.2014852E-4
-74.61263931055,55.22902719675,1.0726842E-4
-63.32097268905,55.22902719675,3.3886518E-4
-60.15430603505,55.22902719675,0.07694639
-123.90430578005,55.18736053025,0.0018555443
-119.32097246505,55.18736053025,0.10724338
-117.11263914055,55.18736053025,0.07302525
-116.48763914305,55.18736053025,0.034101166
-110.36263916755,55.18736053025,8.8404794E-4
-103.65430586105,55.18736053025,1.6174027E-4
-99.86263920955,55.18736053025,1.6174027E-4
-97.86263921755,55.18736053025,1.6174027E-4
-96.44597255655,55.18736053025,1.6174027E-4
-96.36263922355,55.18736053025,1.6174027E-4
-88.19597258955,55.18736053025,1.8178686E-4
-86.40430593005,55.18736053025,3.7499827E-5
-85.15430593505,55.18736053025,1.3030467E-4
-61.98763936105,55.18736053025,7.2658184E-4
-112.98763915705,55.14569386375,0.03722261
-96.77930588855,55.14569386375,1.6174027E-4
-87.52930592555,55.14569386375,1.03204286E-4
-87.36263925955,55.14569386375,1.03204286E-4
-63.36263935555,55.14569386375,0.023144325
-60.48763936705,55.14569386375,0.12372311
-58.77930604055,55.14569386375,0.053000595
-126.44597243655,55.10402719725,0.20565568
-124.32097244505,55.10402719725,7.9615874E-4
-115.11263914855,55.10402719725,0.0057497662
-114.15430581905,55.10402719725,0.012884592
-112.90430582405,55.10402719725,0.010505713
-105.82097251905,55.10402719725,2.6840958E-4
-99.69597254355,55.10402719725,1.6174027E-4
-94.11263923255,55.10402719725,6.603019E-5
-90.19597258155,55.10402719725,1.6174027E-4
-77.19597263355,55.10402719725,1.4595041E-4
-69.44597266455,55.10402719725,3.6415335E-4
-119.07097246605,55.06236053075,0.10724338
-113.94597248655,55.06236053075,0.018368296
-105.98763918505,55.06236053075,2.6840958E-4
-97.77930588455,55.06236053075,1.6174027E-4
-93.15430590305,55.06236053075,6.603019E-5
-92.90430590405,55.06236053075,6.603019E-5
-87.32097259305,55.06236053075,1.03204286E-4
-86.32097259705,55.06236053075,2.6132324E-5
-85.73763926605,55.06236053075,3.7499827E-5
-84.57097260405,55.06236053075,1.3030467E-4
-77.86263929755,55.06236053075,1.9658396E-4
-64.86263934955,55.06236053075,2.2681632E-4
-61.15430603105,55.06236053075,0.06293633
-60.98763936505,55.06236053075,0.074332975
-60.23763936805,55.06236053075,0.07852314
-59.65430603705,55.06236053075,0.055832297
-126.65430576905,55.02069386425,0.19491841
-118.52930580155,55.02069386425,0.05108542
