X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-75.776551,45.373622,train,0.007479965442921119,68.20082968004164,0.7139491512477747
-75.680891,45.42063,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-75.688213,45.422608,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-75.674159,45.428692,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-82.826214,42.032609,train,8.598766934925538E-4,17.666984036760013,0.22295084383038505
-81.299095,42.954168,train,0.0063978799520626175,63.402837458033424,0.6810020545983437
-81.291885,42.99549,train,0.0063978799520626175,63.402837458033424,0.6810020545983437
-81.276465,43.033674,train,9.884877398487959E22,100.0,1.0
-81.271716,43.039335,train,9.884877398487959E22,100.0,1.0
-81.271709,43.039336,train,9.884877398487959E22,100.0,1.0
-80.098996,43.200117,train,0.029477437266176677,100.0,0.9077141855589351
-78.331543,44.300676,train,0.018027295103383353,96.05926402852701,0.857453781027659
-121.940237,49.105287,train,0.009521381098093749,76.72423158468112,0.7605967392325026
-81.260952,42.990749,train,0.0063978799520626175,63.402837458033424,0.6810020545983437
-80.028525,45.360545,train,4.830837345164658E-5,1.8302644773300203,0.015863614705751868
-80.33864,42.703818,train,8.394003411975594E-4,17.44724318510063,0.21880334847175792
-79.714363,43.868195,train,0.0036940119797437597,50.29622636867185,0.5520920650581428
-75.773497,45.383597,train,0.007479965442921119,68.20082968004164,0.7139491512477747
-75.703616,45.392898,train,0.0032070247761436144,45.07231495379128,0.5169329294751062
-75.759138,45.401383,train,0.007479965442921119,68.20082968004164,0.7139491512477747
-75.673661,45.423178,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-123.141421,49.205878,train,0.00181698946976707,28.517947320934685,0.3774454916501239
-122.73832,49.285508,train,3.0025146650510605E-4,8.362315232530687,0.09106326979737434
-82.880783,42.290792,train,0.0029912099685748235,42.69458587731723,0.49952299026247876
-81.268292,43.010393,train,9.884877398487959E22,100.0,1.0
-80.199927,43.49558,train,0.03324968302724546,100.0,0.9173185268409508
-77.461756,44.149853,train,0.0013396175131234105,24.111517048609592,0.30891388700935285
-75.846847,45.248828,train,0.002283227334158966,33.209878202242905,0.4324171267465686
-122.622038,49.16545,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.637833,49.176513,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-121.950754,49.183153,train,0.006818362216198565,66.05077773937697,0.6946677788855402
-122.780312,49.229053,train,0.004585365497649459,54.70535934058276,0.604746923293629
-122.899134,49.232002,train,0.004585365497649459,54.70535934058276,0.604746923293629
-83.095967,42.1043,train,0.0025273277114993505,36.980815513253354,0.457496944208154
-82.882485,42.283254,train,0.0029912099685748235,42.69458587731723,0.49952299026247876
-81.203375,42.798635,train,0.0010387159913740386,19.56828033684589,0.2573857707251411
-81.247712,42.961767,train,0.13198203889019516,100.0,0.9777971120306695
-122.300299,49.136314,train,0.005279411751885293,57.9542350308202,0.6378925044494731
-122.791572,49.294675,train,0.0010124143951962148,19.329334407619083,0.2525141575881999
-97.162043,49.869231,train,1.2937529979227164E-7,0.00793838231146862,4.316751720917314E-5
-81.257933,42.966113,train,0.0063978799520626175,63.402837458033424,0.6810020545983437
-80.540615,43.462936,train,1.0504567908930975,100.0,0.9971551452854845
-75.723292,45.380341,train,0.0032070247761436144,45.07231495379128,0.5169329294751062
-75.724739,45.400687,train,0.0032070247761436144,45.07231495379128,0.5169329294751062
-122.622177,49.164083,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.622081,49.164101,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.763733,49.274467,train,0.0010124143951962148,19.329334407619083,0.2525141575881999
-81.332594,42.986615,train,0.0063978799520626175,63.402837458033424,0.6810020545983437
-80.584862,43.467526,train,0.10055148340534935,100.0,0.9710577605711814
-80.224185,43.548387,train,0.05929498712259558,100.0,0.9518890531806572
-77.741638,44.009844,train,1.6418651033858636E-4,5.201172746527133,0.051939523787027035
-75.690778,45.43408,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-75.69552,45.436584,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-75.794726,45.54267,train,0.001823556975567464,28.58772463495138,0.37829367078699305
-122.3629,49.051689,train,0.0029604318314053234,42.57750945659166,0.49693732076611763
-122.91711,49.216262,train,0.004585365497649459,54.70535934058276,0.604746923293629
-122.633537,49.225513,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-83.087588,42.23496,train,0.003084316349978741,43.56987540005215,0.5071855081277565
-77.688115,43.994709,train,2.6270806711726875E22,100.0,1.0
-75.603367,45.453653,train,0.012845370304556456,86.05618998929577,0.8108277159824269
-122.642122,49.171318,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.958091,49.286461,train,0.004585365497649459,54.70535934058276,0.604746923293629
-123.081322,49.35068,train,5.765581309021171E-5,2.047445145835983,0.018875210323945738
-82.976799,42.258072,train,0.0029912099685748235,42.69458587731723,0.49952299026247876
-80.585121,42.814172,train,6.103320079885197E23,100.0,1.0
-80.318231,43.442358,train,0.03324968302724546,100.0,0.9173185268409508
-80.195366,43.505153,train,0.05929498712259558,100.0,0.9518890531806572
-75.735667,45.380729,train,0.0032070247761436144,45.07231495379128,0.5169329294751062
-73.553348,45.5161,train,0.004037310791993766,52.47772933202239,0.5739517688684878
-73.580331,45.518639,train,0.004037310791993766,52.47772933202239,0.5739517688684878
-122.838446,49.140342,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.805113,49.161186,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.638138,49.176688,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.637772,49.176712,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.637978,49.17672,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.638053,49.176767,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.947412,49.223728,train,0.004585365497649459,54.70535934058276,0.604746923293629
-122.776823,49.25278,train,0.0010124143951962148,19.329334407619083,0.2525141575881999
-123.074355,49.261172,train,0.004585365497649459,54.70535934058276,0.604746923293629
-121.949197,49.264275,train,0.006426577599861704,63.45698269017735,0.681973507915314
-123.085307,49.277394,train,0.0032645858335099503,45.83741211281211,0.5213736885870756
-123.154598,49.335358,train,0.004823844393749565,55.87266142367582,0.6167993876508968
-123.067385,49.345723,train,5.765581309021171E-5,2.047445145835983,0.018875210323945738
-81.224785,43.033568,train,9.884877398487959E22,100.0,1.0
-80.297007,43.369526,train,2.131838513568077E23,100.0,1.0
-78.736637,44.349962,train,0.05579336704220589,100.0,0.9490235075603684
-122.627054,49.163295,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.696239,49.229915,train,0.002040972226209185,30.962118034065416,0.40512401116901625
-122.743295,49.259455,train,3.0025146650510605E-4,8.362315232530687,0.09106326979737434
-122.753898,49.288323,train,0.0010124143951962148,19.329334407619083,0.2525141575881999
-81.329913,42.950564,train,0.0063978799520626175,63.402837458033424,0.6810020545983437
-81.241044,43.002568,train,9.884877398487959E22,100.0,1.0
-81.271521,43.039384,train,9.884877398487959E22,100.0,1.0
-123.103189,49.253567,train,0.0032645858335099503,45.83741211281211,0.5213736885870756
