Predictor variable,Categorical,Sample average
bio02,false,79.28770216755312
bio03,false,264.50082505035897
bio08,false,163.93253258527946
bio09,false,71.79347995478432
bio13,false,120.00662328093398
bio14,false,54.2621518503814
bio15,false,25.109794327209386
bio18,false,279.9053888496948
bio19,false,225.92621501106086
